Date,EUR/TND,USD/TND ,,,,, ,,,,,,,
26/12/2023,1.1042,3.0798,,,,,,,,,,,,
27/12/2023,1.1103,3.0696,,,,,,,,,,,,
28/12/2023,1.1059,3.0649,,,,,,,,,,,,
29/12/2023,1.1036,3.07325,,,,,,,,,,,,
1/1/2024,1.0355,3.0929,,,,,,,,,,,,
2/1/2024,1.0947,3.0929,,,,,,,,,,,,
3/1/2024,1.0921,3.0982,,,,,,,,,,,,
4/1/2024,1.0943,3.0958,,,,,,,,,,,,
5/1/2024,1.0941,3.0972,,,,,,,,,,,,
8/1/2024,1.0949,3.0936,,,,,,,,,,,,
9/1/2024,1.0931,3.0935,,,,,,,,,,,,
10/1/2024,1.0971,3.0967,,,,,,,,,,,,
11/1/2024,1.097,3.095,,,,,,,,,,,,
12/1/2024,1.0949,3.0918,,,,,,,,,,,,
15/1/2024,1.0948,3.0969,,,,,,,,,,,,
16/1/2024,1.0874,3.1085,,,,,,,,,,,,
17/1/2024,1.0881,3.1138,,,,,,,,,,,,
18/1/2024,1.0874,3.1143,,,,,,,,,,,,
19/1/2024,1.0897,3.1121,,,,,,,,,,,,
22/1/2024,1.0881,3.108,,,,,,,,,,,,
23/1/2024,1.0851,3.11115,,,,,,,,,,,,
24/1/2024,1.0883,3.0999,,,,,,,,,,,,
25/1/2024,1.0846,3.1107,,,,,,,,,,,,
26/1/2024,1.0852,3.11035,,,,,,,,,,,,
29/1/2024,1.0833,3.1208,,,,,,,,,,,,
30/1/2024,1.084,3.1173,,,,,,,,,,,,
31/1/2024,1.0816,3.1134,,,,,,,,,,,,
1/2/2024,1.0872,3.1203,,,,,,,,,,,,
2/2/2024,1.0784,3.1232,,,,,,,,,,,,
5/2/2024,1.0741,3.1367,,,,,,,,,,,,
6/2/2024,1.0754,3.1386,,,,,,,,,,,,
7/2/2024,1.0771,3.1304,,,,,,,,,,,,
8/2/2024,1.0776,3.13685,,,,,,,,,,,,
9/2/2024,1.0782,3.1274,,,,,,,,,,,,
12/2/2024,1.0771,3.1323,,,,,,,,,,,,
13/2/2024,1.0709,3.14435,,,,,,,,,,,,
14/2/2024,1.0725,3.14495,,,,,,,,,,,,
15/2/2024,1.0771,3.1345,,,,,,,,,,,,
16/2/2024,1.0774,3.13835,,,,,,,,,,,,
19/2/2024,1.0777,3.1334,,,,,,,,,,,,
20/2/2024,1.0803,3.1227,,,,,,,,,,,,
21/2/2024,1.0817,3.1249,,,,,,,,,,,,
22/2/2024,1.0823,3.1237,,,,,,,,,,,,
23/2/2024,1.0818,3.1206,,,,,,,,,,,,
26/2/2024,1.0847,3.11785,,,,,,,,,,,,
27/2/2024,1.0844,3.1172,,,,,,,,,,,,
28/2/2024,1.0836,3.1213,,,,,,,,,,,,
29/2/2024,1.0803,3.1182,,,,,,,,,,,,
1/3/2024,1.0837,3.1235,,,,,,,,,,,,
4/3/2024,1.0854,3.11675,,,,,,,,,,,,
5/3/2024,1.0855,3.1152,,,,,,,,,,,,
6/3/2024,1.0897,3.10785,,,,,,,,,,,,
7/3/2024,1.0946,3.1051,,,,,,,,,,,,
8/3/2024,1.0937,3.0908,,,,,,,,,,,,
11/3/2024,1.0926,3.0928,,,,,,,,,,,,
